24-07-03 17:24:53.994 [restartedMain] INFO  c.e.EmployeeMsmsApplication - Starting EmployeeMsmsApplication using Java 20.0.2 with PID 9840 (C:\Users\Mohit Kumar\.m2\repository\Timesheet\EmployeeMSMS\target\classes started by Mohit Kumar in C:\Users\Mohit Kumar\.m2\repository\Timesheet\EmployeeMSMS) 
24-07-03 17:24:53.998 [restartedMain] INFO  c.e.EmployeeMsmsApplication - No active profile set, falling back to 1 default profile: "default" 
24-07-03 17:24:54.049 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable 
24-07-03 17:24:54.050 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' 
24-07-03 17:24:54.919 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode 
24-07-03 17:24:54.921 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode. 
24-07-03 17:24:55.162 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 233 ms. Found 28 JPA repository interfaces. 
24-07-03 17:24:55.201 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode 
24-07-03 17:24:55.201 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode. 
24-07-03 17:24:55.209 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.employeeMSMS.repositry.AddressRepo; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository 
24-07-03 17:24:55.209 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.employeeMSMS.repositry.AdvanceDetailsRepo; If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository 
